candidate_id,ministry_code,field_name,sector_name,program_code,fiscal_year,account_type,performance_program_name,priority_tier,priority_reason,account_original_budget,performance_gap,execution_management,budget_performance_mismatch,fiscal_impact,rank_equal,rank_performance_focus,rank_execution_focus,rank_fiscal_impact_adjusted,mean_scenario_rank,scenario_rank_std,best_scenario_rank,worst_scenario_rank,scenario_rank_range,rank_within_ministry_equal,rank_within_ministry_performance_focus,rank_within_ministry_execution_focus,rank_within_ministry_fiscal_impact_adjusted,mean_scenario_rank_within_ministry,scenario_rank_std_within_ministry,best_scenario_rank_within_ministry,worst_scenario_rank_within_ministry,scenario_rank_range_within_ministry,top_5_scenario_count,all_scenario_top_5,top_5_scenario_count_within_ministry,all_scenario_top_5_within_ministry,top_10_scenario_count,all_scenario_top_10,top_10_scenario_count_within_ministry,all_scenario_top_10_within_ministry,exploratory_consensus_order
162:2023:통신:방송통신:2500:FUND,162,통신,방송통신,2500,2023,FUND,전파활용방송서비스산업,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT,48633000000,0.0,0.12090555795447536,0.0,0.2971014492753623,212.0,210.0,178.0,210.0,202.5,14.168627315304754,178.0,212.0,34.0,58.0,55.0,43.0,54.0,52.5,5.678908345800274,43.0,58.0,15.0,0,False,0,False,0,False,0,False,210
162:2024:통신:정보통신:2000:GENERAL_ACCOUNT,162,통신,정보통신,2000,2024,GENERAL_ACCOUNT,인터넷융합산업,MODERATE_OR_CONTEXT_REVIEW,BUDGET_PERFORMANCE_MISMATCH,87571000000,0.0,0.0,0.013703166573409005,0.4744525547445255,203.0,212.0,216.0,189.0,205.0,10.368220676663862,189.0,216.0,27.0,47.0,53.0,57.0,41.0,49.5,6.06217782649107,41.0,57.0,16.0,0,False,0,False,0,False,0,False,211
162:2024:과학기술:과학기술연구지원:4600:GENERAL_ACCOUNT,162,과학기술,과학기술연구지원,4600,2024,GENERAL_ACCOUNT,공공연구성과활성화,MODERATE_OR_CONTEXT_REVIEW,BUDGET_PERFORMANCE_MISMATCH,63630000000,0.0,0.0,0.023840955524123842,0.43795620437956206,207.0,214.0,218.0,193.0,208.0,9.513148795220223,193.0,218.0,25.0,50.0,54.0,58.0,43.0,51.25,5.539629951540085,43.0,58.0,15.0,0,False,0,False,0,False,0,False,212
162:2024:통신:방송통신:2500:GENERAL_ACCOUNT,162,통신,방송통신,2500,2024,GENERAL_ACCOUNT,전파활용방송서비스산업,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,52205000000,0.0,0.02088880375442965,0.03945982185614405,0.3722627737226277,210.0,213.0,213.0,199.0,208.75,5.7608593109014565,199.0,213.0,14.0,55.0,56.0,56.0,50.0,54.25,2.4874685927665494,50.0,56.0,6.0,0,False,0,False,0,False,0,False,213
162:2023:과학기술:과학기술연구개발:1400:GENERAL_ACCOUNT,162,과학기술,과학기술연구개발,1400,2023,GENERAL_ACCOUNT,원자력 진흥,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH,62661000000,0.0,0.003989722474904645,0.03191777979923716,0.39855072463768115,209.0,216.0,219.0,196.0,210.0,8.860022573334675,196.0,219.0,23.0,54.0,58.0,60.0,47.0,54.75,4.968651728587948,47.0,60.0,13.0,0,False,0,False,0,False,0,False,214
162:2024:문화및관광:문화예술:1100:GENERAL_ACCOUNT,162,문화및관광,문화예술,1100,2024,GENERAL_ACCOUNT,콘텐츠방송산업육성,MODERATE_OR_CONTEXT_REVIEW,BUDGET_PERFORMANCE_MISMATCH,52385000000,0.0,0.0,0.050033406509496996,0.3795620437956204,211.0,215.0,220.0,198.0,211.0,8.154753215150047,198.0,220.0,22.0,53.0,57.0,59.0,48.0,54.25,4.205650960315181,48.0,59.0,11.0,0,False,0,False,0,False,0,False,215
075:2023:보건:보건의료:3200:GENERAL_ACCOUNT,075,보건,보건의료,3200,2023,GENERAL_ACCOUNT,한의학연구및정책개발,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT;GOOD_PERFORMANCE_BUDGET_DECREASE_T1_CONTEXT,51805000000,0.0,0.010163111668757841,0.08570601293311457,0.3188405797101449,213.0,211.0,214.0,208.0,211.5,2.291287847477919,208.0,214.0,6.0,79.0,79.0,80.0,77.0,78.75,1.089724735885168,77.0,80.0,3.0,0,False,0,False,0,False,0,False,216
162:2024:과학기술:과학기술연구개발:1400:GENERAL_ACCOUNT,162,과학기술,과학기술연구개발,1400,2024,GENERAL_ACCOUNT,원자력 진흥,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH,51780000000,0.0,0.014484356894553883,0.010428736964078795,0.36496350364963503,215.0,217.0,224.0,204.0,215.0,7.176350047203662,204.0,224.0,20.0,57.0,59.0,62.0,51.0,57.25,4.02336923485777,51.0,62.0,11.0,0,False,0,False,0,False,0,False,217
162:2023:통신:방송통신:2500:GENERAL_ACCOUNT,162,통신,방송통신,2500,2023,GENERAL_ACCOUNT,전파활용방송서비스산업,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,56759000000,0.0,0.01701932733134833,0.0,0.36231884057971014,216.0,218.0,225.0,207.0,216.5,6.422616289332565,207.0,225.0,18.0,60.0,60.0,65.0,55.0,60.0,3.5355339059327378,55.0,65.0,10.0,0,False,0,False,0,False,0,False,218
075:2024:보건:보건의료:3200:GENERAL_ACCOUNT,075,보건,보건의료,3200,2024,GENERAL_ACCOUNT,한의학연구및정책개발,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT,48507000000,0.0,0.011183952831550086,0.0,0.35766423357664234,218.0,219.0,226.0,209.0,218.0,6.041522986797286,209.0,226.0,17.0,80.0,81.0,81.0,78.0,80.0,1.2247448713915898,78.0,81.0,3.0,0,False,0,False,0,False,0,False,219
162:2024:문화및관광:문화예술:1200:FUND,162,문화및관광,문화예술,1200,2024,FUND,정보통신방송국제협력,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT,15304000000,0.0,0.08759147935180345,0.0,0.1897810218978102,226.0,220.0,209.0,224.0,219.75,6.571719714047459,209.0,226.0,17.0,65.0,61.0,55.0,66.0,61.75,4.3229041164476465,55.0,66.0,11.0,0,False,0,False,0,False,0,False,220
075:2022:사회복지:취약계층지원:1800:RESPONSIBLE_OPERATION_ACCOUNT,075,사회복지,취약계층지원,1800,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립재활원,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT,28671000000,0.0,0.061281434201806706,0.0,0.2248062015503876,224.0,223.0,215.0,221.0,220.75,3.4910600109422325,215.0,224.0,9.0,81.0,80.0,79.0,80.0,80.0,0.7071067811865476,79.0,81.0,2.0,0,False,0,False,0,False,0,False,221
162:2024:과학기술:과학기술인력및문화:1700:FUND,162,과학기술,과학기술인력및문화,1700,2024,FUND,과학기술인력양성,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT,38149000000,0.0,0.02125874859105088,0.0,0.29927007299270075,220.0,224.0,227.0,214.0,221.25,4.866980583482945,214.0,227.0,13.0,61.0,65.0,66.0,59.0,62.75,2.8613807855648994,59.0,66.0,7.0,0,False,0,False,0,False,0,False,222
102:2024:산업·중소기업및에너지:중소기업및소상공인육성:4100:SPECIAL_ACCOUNT,102,산업·중소기업및에너지,중소기업및소상공인육성,4100,2024,SPECIAL_ACCOUNT,소상공인·전통시장지원,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,26046000000,0.0,0.04565000383936113,0.0,0.24817518248175183,222.0,225.0,222.0,219.0,222.0,2.1213203435596424,219.0,225.0,6.0,40.0,40.0,40.0,39.0,39.75,0.4330127018922193,39.0,40.0,1.0,0,False,0,False,0,False,0,False,223
162:2023:문화및관광:문화예술:1200:FUND,162,문화및관광,문화예술,1200,2023,FUND,정보통신방송국제협력,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT,11954000000,0.0,0.09189392671908984,0.0,0.16666666666666666,229.0,222.0,210.0,228.0,222.25,7.562241731127088,210.0,229.0,19.0,67.0,62.0,54.0,68.0,62.75,5.539629951540085,54.0,68.0,14.0,0,False,0,False,0,False,0,False,224
162:2024:통신:방송통신:7000:GENERAL_ACCOUNT,162,통신,방송통신,7000,2024,GENERAL_ACCOUNT,과학기술정보통신부운영지원,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,22184000000,0.0,0.043544897223223945,0.0,0.24087591240875914,225.0,226.0,223.0,220.0,223.5,2.291287847477917,220.0,226.0,6.0,62.0,64.0,64.0,61.0,62.75,1.2990381056766582,61.0,64.0,3.0,0,False,0,False,0,False,0,False,225
162:2024:과학기술:과학기술연구개발:1500:GENERAL_ACCOUNT,162,과학기술,과학기술연구개발,1500,2024,GENERAL_ACCOUNT,사회문제해결,MODERATE_OR_CONTEXT_REVIEW,BUDGET_PERFORMANCE_MISMATCH,19084000000,0.0,0.0,0.06759589184657304,0.21897810218978103,223.0,221.0,229.0,222.0,223.75,3.112474899497181,221.0,229.0,8.0,63.0,63.0,68.0,63.0,64.25,2.1650635094610955,63.0,68.0,5.0,0,False,0,False,0,False,0,False,226
162:2023:통신:방송통신:2400:FUND,162,통신,방송통신,2400,2023,FUND,통신정책지원,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT;PROGRAM_STRUCTURE_CONTEXT,32881000000,0.0,0.02673276360208023,0.0,0.26811594202898553,221.0,229.0,228.0,218.0,224.0,4.636809247747852,218.0,229.0,11.0,64.0,68.0,67.0,62.0,65.25,2.3848480035423636,62.0,68.0,6.0,0,False,0,False,0,False,0,False,227
162:2023:통신:방송통신:7000:GENERAL_ACCOUNT,162,통신,방송통신,7000,2023,GENERAL_ACCOUNT,과학기술정보통신부운영지원,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT,18942000000,0.0,0.06021011508816387,0.0,0.1956521739130435,230.0,230.0,217.0,227.0,226.0,5.338539126015653,217.0,230.0,13.0,66.0,66.0,61.0,64.0,64.25,2.046338192968111,61.0,66.0,5.0,0,False,0,False,0,False,0,False,228
162:2024:통신:방송통신:2400:FUND,162,통신,방송통신,2400,2024,FUND,통신정책지원,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT,16096000000,0.0,0.054858349900596425,0.0,0.20437956204379562,228.0,231.0,221.0,226.0,226.5,3.6400549446402564,221.0,231.0,10.0,68.0,67.0,63.0,65.0,65.75,1.920286436967152,63.0,68.0,5.0,0,False,0,False,0,False,0,False,229
102:2023:산업·중소기업및에너지:창업및벤처:5200:GENERAL_ACCOUNT,102,산업·중소기업및에너지,창업및벤처,5200,2023,GENERAL_ACCOUNT,벤처기업활성화지원,MODERATE_OR_CONTEXT_REVIEW,BUDGET_PERFORMANCE_MISMATCH;PROGRAM_STRUCTURE_CONTEXT,26299000000,0.0,0.0,0.049431537320810674,0.2246376811594203,227.0,228.0,231.0,223.0,227.25,2.861380785564899,223.0,231.0,8.0,41.0,41.0,41.0,41.0,41.0,0.0,41.0,41.0,0.0,0,False,0,False,0,False,0,False,230
102:2024:산업·중소기업및에너지:창업및벤처:5200:GENERAL_ACCOUNT,102,산업·중소기업및에너지,창업및벤처,5200,2024,GENERAL_ACCOUNT,벤처기업활성화지원,MODERATE_OR_CONTEXT_REVIEW,BUDGET_PERFORMANCE_MISMATCH;PROGRAM_STRUCTURE_CONTEXT,9846000000,0.0,0.0,0.08947796059313427,0.145985401459854,231.0,227.0,230.0,231.0,229.75,1.6393596310754985,227.0,231.0,4.0,42.0,42.0,42.0,42.0,42.0,0.0,42.0,42.0,0.0,0,False,0,False,0,False,0,False,231
